dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.8685415000000001,0.118171,477,3643.0,4120
2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427.0,3907
2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186.0,4839
2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372.0,5202
2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949.0,2429
2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302.0,2918
2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240.0,3570
2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970.0,4456
2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267.0,4826
2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126.0,4765
2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.07961665000000001,949,4036.0,4985
2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.07961665000000001,2235,3174.0,5409
2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.07961665000000001,2355,3114.0,5511
2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.07961665000000001,1514,3603.0,5117
2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896.0,4563
2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.8685415000000001,0.24815,217,2199.0,2416
2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.8685415000000001,0.141787,290,2623.0,2913
2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115.0,3644
2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318.0,5217
2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293.0,5041
2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857.0,4570
2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111.0,4748
2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.8685415000000001,0.243339,254,2170.0,2424
2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.343283,471,3724.0,4195
2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628.0,4304
2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809.0,4308
2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762.0,4381
2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488.0,4187
2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992.0,4687
2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490.0,3894
2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419.0,2659
2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291.0,3747
2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8685415000000001,0.343283,88,1177.5,1331
2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446.0,3331
2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307.0,3669
2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658.0,4068
2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816.0,4186
2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656.0,3974
2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576.0,4046
2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770.0,3926
2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697.0,3649
2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.07961665000000001,373,3662.0,4035
2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.07961665000000001,376,3829.0,4205
2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.07961665000000001,305,3804.0,4109
2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743.0,2933
2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928.0,3368
2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792.0,4067
2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713.0,3717
2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891.0,4486
2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746.0,4195
2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.8685415000000001,0.136829,145,1672.0,1817
2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914.0,3053
2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147.0,3392
2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720.0,3663
2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733.0,3520
2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.8685415000000001,0.138054,220,2545.0,2765
2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.8685415000000001,0.118792,88,1538.0,1607
2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454.0,2566
2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,1177.5,1495
2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697.0,2792
2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.07961665000000001,1249,1819.0,3068
2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261.0,3071
2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614.0,3867
2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818.0,2914
2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425.0,3613
2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545.0,3727
2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672.0,3940
2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908.0,3614
2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851.0,3485
2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.07961665000000001,233,3578.0,3811
2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.8685415000000001,0.232583,126,2468.0,2594
2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.8685415000000001,0.266175,88,1177.5,1331
2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172.0,3322
2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359.0,3620
2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688.0,3190
2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.07961665000000001,377,2366.0,2743
2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.07961665000000001,143,3167.0,3310
2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368.0,3523
2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.07961665000000001,178,3562.0,3740
2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528.0,3709
2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399.0,3577
2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464.0,2739
2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211.0,2431
2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143.0,3403
2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.07961665000000001,216,3534.0,3750
2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553.0,2660
2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.07961665000000001,227,2841.0,3068
2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046.0,2209
2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,1177.5,1331
2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,1177.5,1331
2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,1177.5,1331
2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1177.5,1331
2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047.0,2302
2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169.0,2423
2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508.0,2999
2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820.0,2485
2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608.0,2294
2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.4074545,0.329665,244,1707.0,1951
2012-01-03,1,1,1,0,2,1,1,0.2135685,0.2206455,0.44125,0.343283,89,2147.0,2236
2012-01-04,1,1,1,0,3,1,2,0.2135685,0.2206455,0.414583,0.1847,95,2273.0,2368
2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132.0,3272
2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791.0,4098
2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451.0,4521
2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826.0,3425
2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270.0,2376
2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425.0,3598
2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085.0,2177
2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828.0,4097
2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.343283,174,3040.0,3214
2012-01-14,1,1,1,0,6,0,1,0.2135685,0.2206455,0.4575,0.187183,333,2160.0,2493
2012-01-15,1,1,1,0,0,0,1,0.2135685,0.2206455,0.419167,0.251258,284,2027.0,2311
2012-01-16,1,1,1,1,1,0,1,0.2135685,0.2206455,0.5225,0.231358,217,2081.0,2298
2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.343283,127,2808.0,2935
2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.343283,109,3267.0,3376
2012-01-19,1,1,1,0,4,1,1,0.2135685,0.2206455,0.4975,0.220158,130,3162.0,3292
2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048.0,3163
2012-01-21,1,1,1,0,6,0,2,0.2135685,0.2206455,0.83125,0.222642,88,1234.0,1331
2012-01-22,1,1,1,0,0,0,2,0.2135685,0.2206455,0.79625,0.199638,196,1781.0,1977
2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.8685415000000001,0.110708,145,2287.0,2432
2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900.0,4339
2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803.0,4270
2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07961665000000001,244,3831.0,4075
2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187.0,3456
2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248.0,4023
2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.4074545,0.24005,558,2685.0,3243
2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.4074545,0.215792,126,3498.0,3624
2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185.0,4509
2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275.0,4579
2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571.0,3761
2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841.0,4151
2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448.0,2832
2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629.0,2947
2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578.0,3784
2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176.0,4375
2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693.0,2802
2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667.0,3830
2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604.0,3831
2012-02-11,1,1,2,0,6,0,3,0.224167,0.2206455,0.73125,0.289796,192,1977.0,2169
2012-02-12,1,1,2,0,0,0,1,0.2135685,0.2206455,0.464583,0.343283,88,1456.0,1529
2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328.0,3422
2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787.0,3922
2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028.0,4169
2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,88,2931.0,3005
2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805.0,4154
2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883.0,4318
2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071.0,2689
2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627.0,3129
2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614.0,3777
2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379.0,4773
2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546.0,5062
2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241.0,3487
2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.4074545,0.343283,317,2415.0,2732
2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874.0,3389
2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069.0,4322
2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.4074545,0.193417,229,4134.0,4363
2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,88,1769.0,1834
2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665.0,4990
2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948.0,3194
2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110.0,4066
2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.4074545,0.334571,710,2713.0,3423
2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130.0,3333
2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735.0,3956
2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.343283,432,4484.0,4916
2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.343283,486,4896.0,5382
2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.4074545,0.343283,447,4122.0,4569
2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.4074545,0.22575,968,3150.0,4118
2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253.0,4911
2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460.0,5298
2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085.0,5847
2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315.0,6312
2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187.0,6192
2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830.0,4378
2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,2355,4681.0,7576
2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685.0,5892
2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171.0,6153
2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042.0,6093
2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108.0,6230
2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537.0,6871
2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2355,5893.0,7576
2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.8685415000000001,0.192783,1033,2339.0,3372
2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.8685415000000001,0.220775,1532,3464.0,4996
2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.343283,795,4763.0,5558
2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.4074545,0.187192,531,4571.0,5102
2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024.0,5698
2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299.0,6133
2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663.0,5459
2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934.0,6235
2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694.0,6041
2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728.0,5936
2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.4074545,0.100133,1348,5424.0,6772
2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378.0,6436
2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.4074545,0.219529,1192,5265.0,6457
2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.4074545,0.300388,1807,4653.0,6460
2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.4074545,0.274871,2355,3605.0,6857
2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.4074545,0.232596,2230,2939.0,5169
2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.4074545,0.343283,905,4680.0,5585
2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099.0,5918
2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380.0,4862
2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746.0,5409
2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146.0,6398
2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2355,4665.0,7460
2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2355,4286.0,7132
2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172.0,6370
2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.4074545,0.273629,989,5702.0,6691
2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020.0,4367
2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.07961665000000001,846,5719.0,6565
2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950.0,7290
2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2355,4083.0,6624
2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.343283,120,1177.5,1331
2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019.0,3214
2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115.0,5633
2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541.0,6196
2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551.0,5026
2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.4074545,0.343283,1014,5219.0,6233
2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100.0,4220
2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075.0,6304
2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907.0,5572
2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087.0,5740
2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502.0,6169
2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657.0,6421
2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227.0,6296
2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2355,4387.0,6883
2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224.0,6359
2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265.0,6273
2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990.0,5728
2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097.0,4717
2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546.0,6572
2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.4074545,0.236937,1319,5711.0,7030
2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2355,4807.0,7429
2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946.0,6118
2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501.0,2843
2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490.0,5115
2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6280.5,7424
2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142.0,7384
2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118.0,7576
2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,2355,4884.0,7576
2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2355,4425.0,7129
2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729.0,4359
2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254.0,6073
2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494.0,5260
2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711.0,6770
2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317.0,6734
2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2355,3681.0,6536
2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,2355,3308.0,6591
2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2355,3486.0,6043
2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863.0,5743
2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110.0,6855
2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238.0,7338
2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594.0,4127
2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2355,5325.0,7576
2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2355,5147.0,7576
2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927.0,6998
2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033.0,7001
2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.07961665000000001,1027,6028.0,7055
2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6280.5,7494
2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248.0,7576
2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2355,4790.0,7498
2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374.0,6598
2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647.0,6664
2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495.0,4972
2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248.0,7421
2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183.0,7363
2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102.0,7576
2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2355,4739.0,7576
2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2355,4344.0,6978
2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446.0,5099
2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857.0,6825
2012-06-20,2,1,6,0,3,1,1,0.76875,0.714967,0.592083,0.113812,872,5339.0,6211
2012-06-21,3,1,6,0,4,1,1,0.76875,0.714967,0.567917,0.118787,778,5127.0,5905
