datetime,date,hour,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_hour,atemp_hour,hum_hour,windspeed_hour,temp_day,atemp_day,hum_day,windspeed_day,cnt
2011-05-16 11:00:00,2011-05-16,11,2,0,5,0,1,1,1,0.64,0.6212,0.57,0.0,0.5775,0.550512,0.787917,0.126871,185
2011-05-16 12:00:00,2011-05-16,12,2,0,5,0,1,1,1,0.66,0.6212,0.54,0.0896,0.5775,0.550512,0.787917,0.126871,209
2011-05-16 13:00:00,2011-05-16,13,2,0,5,0,1,1,1,0.68,0.6364,0.51,0.0,0.5775,0.550512,0.787917,0.126871,214
2011-05-16 14:00:00,2011-05-16,14,2,0,5,0,1,1,1,0.68,0.6364,0.51,0.0,0.5775,0.550512,0.787917,0.126871,193
2011-05-16 15:00:00,2011-05-16,15,2,0,5,0,1,1,1,0.72,0.6667,0.51,0.0,0.5775,0.550512,0.787917,0.126871,165
2011-05-16 16:00:00,2011-05-16,16,2,0,5,0,1,1,3,0.6,0.5758,0.78,0.2537,0.5775,0.550512,0.787917,0.126871,226
2011-05-16 17:00:00,2011-05-16,17,2,0,5,0,1,1,1,0.58,0.5455,0.88,0.2239,0.5775,0.550512,0.787917,0.126871,274
2011-05-16 18:00:00,2011-05-16,18,2,0,5,0,1,1,3,0.58,0.5455,0.83,0.194,0.5775,0.550512,0.787917,0.126871,453
2011-05-16 19:00:00,2011-05-16,19,2,0,5,0,1,1,1,0.58,0.5455,0.83,0.2537,0.5775,0.550512,0.787917,0.126871,308
2011-05-16 20:00:00,2011-05-16,20,2,0,5,0,1,1,1,0.58,0.5455,0.83,0.0,0.5775,0.550512,0.787917,0.126871,198
2011-05-16 21:00:00,2011-05-16,21,2,0,5,0,1,1,1,0.58,0.5455,0.83,0.0,0.5775,0.550512,0.787917,0.126871,177
2011-05-16 22:00:00,2011-05-16,22,2,0,5,0,1,1,1,0.56,0.5303,0.88,0.0896,0.5775,0.550512,0.787917,0.126871,127
2011-05-16 23:00:00,2011-05-16,23,2,0,5,0,1,1,1,0.56,0.5303,0.88,0.0896,0.5775,0.550512,0.787917,0.126871,57
2011-05-17 00:00:00,2011-05-17,0,2,0,5,0,2,1,2,0.56,0.5303,0.88,0.0,0.561667,0.538529,0.837917,0.277354,31
2011-05-17 01:00:00,2011-05-17,1,2,0,5,0,2,1,3,0.56,0.5303,0.88,0.0,0.561667,0.538529,0.837917,0.277354,13
2011-05-17 02:00:00,2011-05-17,2,2,0,5,0,2,1,3,0.56,0.5303,0.88,0.0,0.561667,0.538529,0.837917,0.277354,8
2011-05-17 03:00:00,2011-05-17,3,2,0,5,0,2,1,3,0.54,0.5152,0.94,0.2537,0.561667,0.538529,0.837917,0.277354,4
2011-05-17 04:00:00,2011-05-17,4,2,0,5,0,2,1,3,0.54,0.5152,0.94,0.2537,0.561667,0.538529,0.837917,0.277354,4
2011-05-17 05:00:00,2011-05-17,5,2,0,5,0,2,1,3,0.52,0.5,0.94,0.2537,0.561667,0.538529,0.837917,0.277354,22
2011-05-17 06:00:00,2011-05-17,6,2,0,5,0,2,1,3,0.52,0.5,0.94,0.2537,0.561667,0.538529,0.837917,0.277354,49
2011-05-17 07:00:00,2011-05-17,7,2,0,5,0,2,1,2,0.52,0.5,0.94,0.2537,0.561667,0.538529,0.837917,0.277354,151
2011-05-17 08:00:00,2011-05-17,8,2,0,5,0,2,1,2,0.52,0.5,0.94,0.2985,0.561667,0.538529,0.837917,0.277354,347
2011-05-17 09:00:00,2011-05-17,9,2,0,5,0,2,1,2,0.54,0.5152,0.88,0.2537,0.561667,0.538529,0.837917,0.277354,207
2011-05-17 10:00:00,2011-05-17,10,2,0,5,0,2,1,3,0.54,0.5152,0.88,0.2537,0.561667,0.538529,0.837917,0.277354,104
2011-05-17 11:00:00,2011-05-17,11,2,0,5,0,2,1,2,0.56,0.5303,0.83,0.4179,0.561667,0.538529,0.837917,0.277354,130
2011-05-17 12:00:00,2011-05-17,12,2,0,5,0,2,1,3,0.56,0.5303,0.83,0.4179,0.561667,0.538529,0.837917,0.277354,153
2011-05-17 13:00:00,2011-05-17,13,2,0,5,0,2,1,2,0.56,0.5303,0.88,0.3284,0.561667,0.538529,0.837917,0.277354,172
2011-05-17 14:00:00,2011-05-17,14,2,0,5,0,2,1,1,0.62,0.5909,0.73,0.4627,0.561667,0.538529,0.837917,0.277354,184
2011-05-17 15:00:00,2011-05-17,15,2,0,5,0,2,1,1,0.62,0.6061,0.69,0.4478,0.561667,0.538529,0.837917,0.277354,210
2011-05-17 16:00:00,2011-05-17,16,2,0,5,0,2,1,1,0.62,0.6061,0.61,0.3284,0.561667,0.538529,0.837917,0.277354,290
2011-05-17 17:00:00,2011-05-17,17,2,0,5,0,2,1,1,0.62,0.6061,0.65,0.4179,0.561667,0.538529,0.837917,0.277354,604
2011-05-17 18:00:00,2011-05-17,18,2,0,5,0,2,1,1,0.6,0.5909,0.69,0.2985,0.561667,0.538529,0.837917,0.277354,480
2011-05-17 19:00:00,2011-05-17,19,2,0,5,0,2,1,1,0.6,0.5909,0.69,0.2537,0.561667,0.538529,0.837917,0.277354,349
2011-05-17 20:00:00,2011-05-17,20,2,0,5,0,2,1,1,0.58,0.5455,0.83,0.4179,0.561667,0.538529,0.837917,0.277354,283
2011-05-17 21:00:00,2011-05-17,21,2,0,5,0,2,1,1,0.54,0.5152,0.88,0.2537,0.561667,0.538529,0.837917,0.277354,174
2011-05-17 22:00:00,2011-05-17,22,2,0,5,0,2,1,2,0.54,0.5152,0.88,0.2836,0.561667,0.538529,0.837917,0.277354,98
2011-05-17 23:00:00,2011-05-17,23,2,0,5,0,2,1,2,0.54,0.5152,0.88,0.2537,0.561667,0.538529,0.837917,0.277354,56
2011-05-18 00:00:00,2011-05-18,0,2,0,5,0,3,1,2,0.54,0.5152,0.88,0.2239,0.55,0.527158,0.87,0.201492,23
2011-05-18 01:00:00,2011-05-18,1,2,0,5,0,3,1,2,0.54,0.5152,0.88,0.2537,0.55,0.527158,0.87,0.201492,12
2011-05-18 02:00:00,2011-05-18,2,2,0,5,0,3,1,3,0.52,0.5,0.94,0.2239,0.55,0.527158,0.87,0.201492,6
2011-05-18 03:00:00,2011-05-18,3,2,0,5,0,3,1,3,0.52,0.5,0.94,0.2985,0.55,0.527158,0.87,0.201492,9
2011-05-18 04:00:00,2011-05-18,4,2,0,5,0,3,1,3,0.52,0.5,0.94,0.2985,0.55,0.527158,0.87,0.201492,3
2011-05-18 05:00:00,2011-05-18,5,2,0,5,0,3,1,1,0.52,0.5,1.0,0.2239,0.55,0.527158,0.87,0.201492,9
2011-05-18 06:00:00,2011-05-18,6,2,0,5,0,3,1,1,0.52,0.5,1.0,0.1343,0.55,0.527158,0.87,0.201492,101
2011-05-18 07:00:00,2011-05-18,7,2,0,5,0,3,1,1,0.54,0.5152,0.88,0.194,0.55,0.527158,0.87,0.201492,274
2011-05-18 08:00:00,2011-05-18,8,2,0,5,0,3,1,1,0.56,0.5303,0.88,0.2836,0.55,0.527158,0.87,0.201492,453
2011-05-18 09:00:00,2011-05-18,9,2,0,5,0,3,1,3,0.56,0.5303,0.83,0.2537,0.55,0.527158,0.87,0.201492,202
2011-05-18 10:00:00,2011-05-18,10,2,0,5,0,3,1,3,0.54,0.5152,0.88,0.2836,0.55,0.527158,0.87,0.201492,106
2011-05-18 11:00:00,2011-05-18,11,2,0,5,0,3,1,2,0.54,0.5152,0.94,0.0896,0.55,0.527158,0.87,0.201492,23
2011-05-18 12:00:00,2011-05-18,12,2,0,5,0,3,1,1,0.56,0.5303,0.94,0.2985,0.55,0.527158,0.87,0.201492,54
2011-05-18 13:00:00,2011-05-18,13,2,0,5,0,3,1,2,0.56,0.5303,0.83,0.3284,0.55,0.527158,0.87,0.201492,122
2011-05-18 14:00:00,2011-05-18,14,2,0,5,0,3,1,2,0.58,0.5455,0.78,0.2836,0.55,0.527158,0.87,0.201492,138
2011-05-18 15:00:00,2011-05-18,15,2,0,5,0,3,1,1,0.6,0.5758,0.78,0.2537,0.55,0.527158,0.87,0.201492,167
2011-05-18 16:00:00,2011-05-18,16,2,0,5,0,3,1,1,0.6,0.5909,0.73,0.194,0.55,0.527158,0.87,0.201492,294
2011-05-18 17:00:00,2011-05-18,17,2,0,5,0,3,1,1,0.6,0.5909,0.69,0.1343,0.55,0.527158,0.87,0.201492,565
2011-05-18 18:00:00,2011-05-18,18,2,0,5,0,3,1,1,0.6,0.5909,0.73,0.2239,0.55,0.527158,0.87,0.201492,489
2011-05-18 19:00:00,2011-05-18,19,2,0,5,0,3,1,3,0.56,0.5303,0.88,0.1343,0.55,0.527158,0.87,0.201492,331
2011-05-18 20:00:00,2011-05-18,20,2,0,5,0,3,1,3,0.56,0.5303,0.88,0.1343,0.55,0.527158,0.87,0.201492,213
2011-05-18 21:00:00,2011-05-18,21,2,0,5,0,3,1,1,0.52,0.5,0.88,0.0,0.55,0.527158,0.87,0.201492,85
2011-05-18 22:00:00,2011-05-18,22,2,0,5,0,3,1,1,0.52,0.5,0.83,0.0,0.55,0.527158,0.87,0.201492,117
2011-05-18 23:00:00,2011-05-18,23,2,0,5,0,3,1,1,0.52,0.5,0.94,0.0896,0.55,0.527158,0.87,0.201492,59
2011-05-19 00:00:00,2011-05-19,0,2,0,5,0,4,1,1,0.52,0.5,0.94,0.1045,0.530833,0.510742,0.829583,0.108213,29
2011-05-19 01:00:00,2011-05-19,1,2,0,5,0,4,1,1,0.5,0.4848,0.94,0.0,0.530833,0.510742,0.829583,0.108213,6
2011-05-19 02:00:00,2011-05-19,2,2,0,5,0,4,1,1,0.5,0.4848,0.94,0.0,0.530833,0.510742,0.829583,0.108213,15
2011-05-19 03:00:00,2011-05-19,3,2,0,5,0,4,1,1,0.48,0.4697,1.0,0.0,0.530833,0.510742,0.829583,0.108213,4
2011-05-19 04:00:00,2011-05-19,4,2,0,5,0,4,1,1,0.48,0.4697,0.94,0.0,0.530833,0.510742,0.829583,0.108213,5
2011-05-19 05:00:00,2011-05-19,5,2,0,5,0,4,1,1,0.48,0.4697,0.94,0.0,0.530833,0.510742,0.829583,0.108213,26
2011-05-19 06:00:00,2011-05-19,6,2,0,5,0,4,1,2,0.5,0.4848,0.94,0.0,0.530833,0.510742,0.829583,0.108213,103
2011-05-19 07:00:00,2011-05-19,7,2,0,5,0,4,1,2,0.5,0.4848,1.0,0.0,0.530833,0.510742,0.829583,0.108213,257
2011-05-19 08:00:00,2011-05-19,8,2,0,5,0,4,1,2,0.52,0.5,0.88,0.0,0.530833,0.510742,0.829583,0.108213,487
2011-05-19 09:00:00,2011-05-19,9,2,0,5,0,4,1,2,0.54,0.5152,0.88,0.0896,0.530833,0.510742,0.829583,0.108213,216
2011-05-19 10:00:00,2011-05-19,10,2,0,5,0,4,1,2,0.54,0.5152,0.83,0.0,0.530833,0.510742,0.829583,0.108213,130
2011-05-19 11:00:00,2011-05-19,11,2,0,5,0,4,1,3,0.54,0.5152,0.88,0.1642,0.530833,0.510742,0.829583,0.108213,164
2011-05-19 12:00:00,2011-05-19,12,2,0,5,0,4,1,2,0.58,0.5455,0.78,0.1045,0.530833,0.510742,0.829583,0.108213,168
2011-05-19 13:00:00,2011-05-19,13,2,0,5,0,4,1,3,0.58,0.5455,0.64,0.2537,0.530833,0.510742,0.829583,0.108213,183
2011-05-19 14:00:00,2011-05-19,14,2,0,5,0,4,1,3,0.54,0.5152,0.73,0.194,0.530833,0.510742,0.829583,0.108213,180
2011-05-19 15:00:00,2011-05-19,15,2,0,5,0,4,1,1,0.56,0.5303,0.78,0.1642,0.530833,0.510742,0.829583,0.108213,188
2011-05-19 16:00:00,2011-05-19,16,2,0,5,0,4,1,1,0.58,0.5455,0.64,0.194,0.530833,0.510742,0.829583,0.108213,302
2011-05-19 17:00:00,2011-05-19,17,2,0,5,0,4,1,1,0.56,0.5303,0.78,0.1642,0.530833,0.510742,0.829583,0.108213,547
2011-05-19 18:00:00,2011-05-19,18,2,0,5,0,4,1,1,0.6,0.6212,0.55,0.1642,0.530833,0.510742,0.829583,0.108213,513
2011-05-19 19:00:00,2011-05-19,19,2,0,5,0,4,1,1,0.58,0.5455,0.6,0.1343,0.530833,0.510742,0.829583,0.108213,410
2011-05-19 20:00:00,2011-05-19,20,2,0,5,0,4,1,1,0.54,0.5152,0.77,0.2836,0.530833,0.510742,0.829583,0.108213,282
2011-05-19 21:00:00,2011-05-19,21,2,0,5,0,4,1,1,0.54,0.5152,0.77,0.2836,0.530833,0.510742,0.829583,0.108213,209
2011-05-19 22:00:00,2011-05-19,22,2,0,5,0,4,1,3,0.5,0.4848,0.82,0.2985,0.530833,0.510742,0.829583,0.108213,79
2011-05-19 23:00:00,2011-05-19,23,2,0,5,0,4,1,1,0.48,0.4697,0.94,0.0,0.530833,0.510742,0.829583,0.108213,72
2011-05-20 00:00:00,2011-05-20,0,2,0,5,0,5,1,1,0.46,0.4545,0.94,0.0896,0.536667,0.529042,0.719583,0.125013,48
2011-05-20 01:00:00,2011-05-20,1,2,0,5,0,5,1,1,0.46,0.4545,1.0,0.0,0.536667,0.529042,0.719583,0.125013,25
2011-05-20 02:00:00,2011-05-20,2,2,0,5,0,5,1,1,0.44,0.4394,1.0,0.0896,0.536667,0.529042,0.719583,0.125013,8
2011-05-20 03:00:00,2011-05-20,3,2,0,5,0,5,1,1,0.44,0.4394,1.0,0.0,0.536667,0.529042,0.719583,0.125013,5
2011-05-20 04:00:00,2011-05-20,4,2,0,5,0,5,1,1,0.44,0.4394,0.94,0.0896,0.536667,0.529042,0.719583,0.125013,5
2011-05-20 05:00:00,2011-05-20,5,2,0,5,0,5,1,1,0.44,0.4394,0.94,0.1045,0.536667,0.529042,0.719583,0.125013,28
2011-05-20 06:00:00,2011-05-20,6,2,0,5,0,5,1,1,0.46,0.4545,0.88,0.1045,0.536667,0.529042,0.719583,0.125013,117
2011-05-20 07:00:00,2011-05-20,7,2,0,5,0,5,1,1,0.5,0.4848,0.77,0.1642,0.536667,0.529042,0.719583,0.125013,319
2011-05-20 08:00:00,2011-05-20,8,2,0,5,0,5,1,1,0.54,0.5152,0.68,0.0,0.536667,0.529042,0.719583,0.125013,517
2011-05-20 09:00:00,2011-05-20,9,2,0,5,0,5,1,1,0.54,0.5152,0.68,0.2239,0.536667,0.529042,0.719583,0.125013,234
2011-05-20 10:00:00,2011-05-20,10,2,0,5,0,5,1,1,0.56,0.5303,0.64,0.194,0.536667,0.529042,0.719583,0.125013,148
2011-05-20 11:00:00,2011-05-20,11,2,0,5,0,5,1,2,0.58,0.5455,0.6,0.194,0.536667,0.529042,0.719583,0.125013,196
2011-05-20 12:00:00,2011-05-20,12,2,0,5,0,5,1,2,0.6,0.6212,0.56,0.2537,0.536667,0.529042,0.719583,0.125013,255
2011-05-20 13:00:00,2011-05-20,13,2,0,5,0,5,1,3,0.6,0.6212,0.56,0.2836,0.536667,0.529042,0.719583,0.125013,232
2011-05-20 14:00:00,2011-05-20,14,2,0,5,0,5,1,1,0.62,0.6212,0.53,0.2239,0.536667,0.529042,0.719583,0.125013,197
2011-05-20 15:00:00,2011-05-20,15,2,0,5,0,5,1,2,0.6,0.6212,0.56,0.194,0.536667,0.529042,0.719583,0.125013,242
2011-05-20 16:00:00,2011-05-20,16,2,0,5,0,5,1,2,0.6,0.6212,0.53,0.1642,0.536667,0.529042,0.719583,0.125013,330
2011-05-20 17:00:00,2011-05-20,17,2,0,5,0,5,1,1,0.62,0.6212,0.53,0.0,0.536667,0.529042,0.719583,0.125013,554
2011-05-20 18:00:00,2011-05-20,18,2,0,5,0,5,1,1,0.6,0.6212,0.56,0.1642,0.536667,0.529042,0.719583,0.125013,473
2011-05-20 19:00:00,2011-05-20,19,2,0,5,0,5,1,1,0.58,0.5455,0.64,0.0896,0.536667,0.529042,0.719583,0.125013,302
2011-05-20 20:00:00,2011-05-20,20,2,0,5,0,5,1,1,0.58,0.5455,0.64,0.1045,0.536667,0.529042,0.719583,0.125013,220
2011-05-20 21:00:00,2011-05-20,21,2,0,5,0,5,1,1,0.56,0.5303,0.64,0.1045,0.536667,0.529042,0.719583,0.125013,195
2011-05-20 22:00:00,2011-05-20,22,2,0,5,0,5,1,1,0.54,0.5152,0.73,0.0,0.536667,0.529042,0.719583,0.125013,152
2011-05-20 23:00:00,2011-05-20,23,2,0,5,0,5,1,1,0.52,0.5,0.72,0.1642,0.536667,0.529042,0.719583,0.125013,115
2011-05-21 00:00:00,2011-05-21,0,2,0,5,0,6,0,1,0.52,0.5,0.77,0.1045,0.6025,0.571975,0.626667,0.12065,98
2011-05-21 01:00:00,2011-05-21,1,2,0,5,0,6,0,1,0.52,0.5,0.72,0.0,0.6025,0.571975,0.626667,0.12065,72
2011-05-21 02:00:00,2011-05-21,2,2,0,5,0,6,0,1,0.52,0.5,0.72,0.1045,0.6025,0.571975,0.626667,0.12065,40
2011-05-21 03:00:00,2011-05-21,3,2,0,5,0,6,0,1,0.48,0.4697,0.82,0.1045,0.6025,0.571975,0.626667,0.12065,19
2011-05-21 04:00:00,2011-05-21,4,2,0,5,0,6,0,1,0.46,0.4545,0.88,0.1343,0.6025,0.571975,0.626667,0.12065,7
2011-05-21 05:00:00,2011-05-21,5,2,0,5,0,6,0,1,0.46,0.4545,0.88,0.1045,0.6025,0.571975,0.626667,0.12065,5
2011-05-21 06:00:00,2011-05-21,6,2,0,5,0,6,0,1,0.5,0.4848,0.82,0.1343,0.6025,0.571975,0.626667,0.12065,28
2011-05-21 07:00:00,2011-05-21,7,2,0,5,0,6,0,1,0.54,0.5152,0.73,0.1343,0.6025,0.571975,0.626667,0.12065,43
2011-05-21 08:00:00,2011-05-21,8,2,0,5,0,6,0,1,0.56,0.5303,0.68,0.2836,0.6025,0.571975,0.626667,0.12065,126
2011-05-21 09:00:00,2011-05-21,9,2,0,5,0,6,0,1,0.6,0.6061,0.64,0.2239,0.6025,0.571975,0.626667,0.12065,225
2011-05-21 10:00:00,2011-05-21,10,2,0,5,0,6,0,1,0.62,0.6061,0.61,0.1045,0.6025,0.571975,0.626667,0.12065,323
2011-05-21 11:00:00,2011-05-21,11,2,0,5,0,6,0,1,0.64,0.6212,0.53,0.1343,0.6025,0.571975,0.626667,0.12065,418
2011-05-21 12:00:00,2011-05-21,12,2,0,5,0,6,0,1,0.66,0.6212,0.5,0.0,0.6025,0.571975,0.626667,0.12065,493
2011-05-21 13:00:00,2011-05-21,13,2,0,5,0,6,0,1,0.7,0.6364,0.45,0.0,0.6025,0.571975,0.626667,0.12065,462
2011-05-21 14:00:00,2011-05-21,14,2,0,5,0,6,0,1,0.72,0.6515,0.42,0.0,0.6025,0.571975,0.626667,0.12065,456
2011-05-21 15:00:00,2011-05-21,15,2,0,5,0,6,0,1,0.72,0.6515,0.45,0.2537,0.6025,0.571975,0.626667,0.12065,506
2011-05-21 16:00:00,2011-05-21,16,2,0,5,0,6,0,2,0.72,0.6515,0.39,0.2537,0.6025,0.571975,0.626667,0.12065,471
2011-05-21 17:00:00,2011-05-21,17,2,0,5,0,6,0,2,0.72,0.6515,0.42,0.1642,0.6025,0.571975,0.626667,0.12065,444
2011-05-21 18:00:00,2011-05-21,18,2,0,5,0,6,0,2,0.7,0.6364,0.45,0.1642,0.6025,0.571975,0.626667,0.12065,444
2011-05-21 19:00:00,2011-05-21,19,2,0,5,0,6,0,1,0.68,0.6364,0.47,0.1642,0.6025,0.571975,0.626667,0.12065,301
2011-05-21 20:00:00,2011-05-21,20,2,0,5,0,6,0,1,0.62,0.6061,0.61,0.0,0.6025,0.571975,0.626667,0.12065,248
2011-05-21 21:00:00,2011-05-21,21,2,0,5,0,6,0,1,0.62,0.6061,0.61,0.1045,0.6025,0.571975,0.626667,0.12065,227
2011-05-21 22:00:00,2011-05-21,22,2,0,5,0,6,0,1,0.6,0.5909,0.69,0.1343,0.6025,0.571975,0.626667,0.12065,204
2011-05-21 23:00:00,2011-05-21,23,2,0,5,0,6,0,1,0.58,0.5455,0.78,0.0896,0.6025,0.571975,0.626667,0.12065,145
2011-05-22 00:00:00,2011-05-22,0,2,0,5,0,0,0,1,0.54,0.5152,0.88,0.1642,0.604167,0.5745,0.749583,0.148008,131
2011-05-22 01:00:00,2011-05-22,1,2,0,5,0,0,0,1,0.52,0.5,0.94,0.1343,0.604167,0.5745,0.749583,0.148008,98
2011-05-22 02:00:00,2011-05-22,2,2,0,5,0,0,0,1,0.52,0.5,0.94,0.1045,0.604167,0.5745,0.749583,0.148008,68
2011-05-22 03:00:00,2011-05-22,3,2,0,5,0,0,0,1,0.5,0.4848,1.0,0.1045,0.604167,0.5745,0.749583,0.148008,33
2011-05-22 04:00:00,2011-05-22,4,2,0,5,0,0,0,1,0.5,0.4848,1.0,0.0,0.604167,0.5745,0.749583,0.148008,12
2011-05-22 05:00:00,2011-05-22,5,2,0,5,0,0,0,1,0.5,0.4848,1.0,0.1045,0.604167,0.5745,0.749583,0.148008,6
2011-05-22 06:00:00,2011-05-22,6,2,0,5,0,0,0,1,0.52,0.5,0.94,0.1045,0.604167,0.5745,0.749583,0.148008,18
2011-05-22 07:00:00,2011-05-22,7,2,0,5,0,0,0,1,0.54,0.5152,0.88,0.1045,0.604167,0.5745,0.749583,0.148008,40
2011-05-22 08:00:00,2011-05-22,8,2,0,5,0,0,0,1,0.6,0.5909,0.73,0.0896,0.604167,0.5745,0.749583,0.148008,94
2011-05-22 09:00:00,2011-05-22,9,2,0,5,0,0,0,1,0.62,0.6061,0.69,0.1045,0.604167,0.5745,0.749583,0.148008,189
2011-05-22 10:00:00,2011-05-22,10,2,0,5,0,0,0,1,0.64,0.6061,0.65,0.1343,0.604167,0.5745,0.749583,0.148008,305
2011-05-22 11:00:00,2011-05-22,11,2,0,5,0,0,0,1,0.7,0.6515,0.54,0.194,0.604167,0.5745,0.749583,0.148008,373
2011-05-22 12:00:00,2011-05-22,12,2,0,5,0,0,0,2,0.72,0.6667,0.51,0.194,0.604167,0.5745,0.749583,0.148008,401
2011-05-22 13:00:00,2011-05-22,13,2,0,5,0,0,0,2,0.66,0.6212,0.54,0.2239,0.604167,0.5745,0.749583,0.148008,455
2011-05-22 14:00:00,2011-05-22,14,2,0,5,0,0,0,3,0.62,0.6061,0.69,0.194,0.604167,0.5745,0.749583,0.148008,316
2011-05-22 15:00:00,2011-05-22,15,2,0,5,0,0,0,2,0.66,0.6212,0.61,0.1642,0.604167,0.5745,0.749583,0.148008,331
2011-05-22 16:00:00,2011-05-22,16,2,0,5,0,0,0,1,0.68,0.6364,0.61,0.1343,0.604167,0.5745,0.749583,0.148008,273
2011-05-22 17:00:00,2011-05-22,17,2,0,5,0,0,0,1,0.7,0.6515,0.58,0.2537,0.604167,0.5745,0.749583,0.148008,306
2011-05-22 18:00:00,2011-05-22,18,2,0,5,0,0,0,1,0.66,0.6212,0.61,0.2239,0.604167,0.5745,0.749583,0.148008,358
2011-05-22 19:00:00,2011-05-22,19,2,0,5,0,0,0,1,0.66,0.6212,0.61,0.194,0.604167,0.5745,0.749583,0.148008,300
2011-05-22 20:00:00,2011-05-22,20,2,0,5,0,0,0,1,0.64,0.6061,0.65,0.1642,0.604167,0.5745,0.749583,0.148008,231
2011-05-22 21:00:00,2011-05-22,21,2,0,5,0,0,0,1,0.62,0.5909,0.73,0.194,0.604167,0.5745,0.749583,0.148008,136
2011-05-22 22:00:00,2011-05-22,22,2,0,5,0,0,0,1,0.6,0.5606,0.83,0.1343,0.604167,0.5745,0.749583,0.148008,121
2011-05-22 23:00:00,2011-05-22,23,2,0,5,0,0,0,2,0.58,0.5455,0.83,0.1343,0.604167,0.5745,0.749583,0.148008,65
2011-05-23 00:00:00,2011-05-23,0,2,0,5,0,1,1,2,0.56,0.5303,0.88,0.1343,0.631667,0.590296,0.81,0.233842,41
2011-05-23 01:00:00,2011-05-23,1,2,0,5,0,1,1,1,0.56,0.5303,0.88,0.1045,0.631667,0.590296,0.81,0.233842,9
2011-05-23 02:00:00,2011-05-23,2,2,0,5,0,1,1,3,0.56,0.5303,0.88,0.1642,0.631667,0.590296,0.81,0.233842,5
2011-05-23 03:00:00,2011-05-23,3,2,0,5,0,1,1,3,0.54,0.5152,0.94,0.1642,0.631667,0.590296,0.81,0.233842,4
2011-05-23 04:00:00,2011-05-23,4,2,0,5,0,1,1,2,0.54,0.5152,0.94,0.0,0.631667,0.590296,0.81,0.233842,4
2011-05-23 05:00:00,2011-05-23,5,2,0,5,0,1,1,2,0.54,0.5152,0.94,0.0,0.631667,0.590296,0.81,0.233842,11
2011-05-23 06:00:00,2011-05-23,6,2,0,5,0,1,1,2,0.54,0.5152,1.0,0.0,0.631667,0.590296,0.81,0.233842,96
2011-05-23 07:00:00,2011-05-23,7,2,0,5,0,1,1,2,0.56,0.5303,0.94,0.1045,0.631667,0.590296,0.81,0.233842,236
2011-05-23 08:00:00,2011-05-23,8,2,0,5,0,1,1,1,0.6,0.5455,0.88,0.194,0.631667,0.590296,0.81,0.233842,409
2011-05-23 09:00:00,2011-05-23,9,2,0,5,0,1,1,1,0.6,0.5455,0.88,0.2239,0.631667,0.590296,0.81,0.233842,167
2011-05-23 10:00:00,2011-05-23,10,2,0,5,0,1,1,1,0.66,0.6212,0.74,0.2985,0.631667,0.590296,0.81,0.233842,121
2011-05-23 11:00:00,2011-05-23,11,2,0,5,0,1,1,1,0.68,0.6364,0.69,0.3881,0.631667,0.590296,0.81,0.233842,180
2011-05-23 12:00:00,2011-05-23,12,2,0,5,0,1,1,1,0.68,0.6364,0.69,0.3881,0.631667,0.590296,0.81,0.233842,204
2011-05-23 13:00:00,2011-05-23,13,2,0,5,0,1,1,2,0.74,0.6818,0.58,0.4179,0.631667,0.590296,0.81,0.233842,204
2011-05-23 14:00:00,2011-05-23,14,2,0,5,0,1,1,2,0.72,0.6818,0.62,0.5224,0.631667,0.590296,0.81,0.233842,187
2011-05-23 15:00:00,2011-05-23,15,2,0,5,0,1,1,2,0.72,0.6818,0.62,0.4478,0.631667,0.590296,0.81,0.233842,176
2011-05-23 16:00:00,2011-05-23,16,2,0,5,0,1,1,2,0.72,0.6818,0.62,0.2985,0.631667,0.590296,0.81,0.233842,279
2011-05-23 17:00:00,2011-05-23,17,2,0,5,0,1,1,3,0.72,0.6818,0.7,0.3881,0.631667,0.590296,0.81,0.233842,429
2011-05-23 18:00:00,2011-05-23,18,2,0,5,0,1,1,1,0.7,0.6667,0.74,0.2836,0.631667,0.590296,0.81,0.233842,453
2011-05-23 19:00:00,2011-05-23,19,2,0,5,0,1,1,1,0.7,0.6667,0.74,0.2239,0.631667,0.590296,0.81,0.233842,358
2011-05-23 20:00:00,2011-05-23,20,2,0,5,0,1,1,1,0.64,0.5758,0.83,0.2239,0.631667,0.590296,0.81,0.233842,310
2011-05-23 21:00:00,2011-05-23,21,2,0,5,0,1,1,1,0.64,0.5758,0.89,0.2239,0.631667,0.590296,0.81,0.233842,188
2011-05-23 22:00:00,2011-05-23,22,2,0,5,0,1,1,1,0.62,0.5455,0.94,0.2239,0.631667,0.590296,0.81,0.233842,131
2011-05-23 23:00:00,2011-05-23,23,2,0,5,0,1,1,2,0.62,0.5606,0.88,0.194,0.631667,0.590296,0.81,0.233842,72
2011-05-24 00:00:00,2011-05-24,0,2,0,5,0,2,1,2,0.6,0.5152,0.94,0.194,0.66,0.604813,0.740833,0.207092,35
2011-05-24 01:00:00,2011-05-24,1,2,0,5,0,2,1,2,0.6,0.5152,0.94,0.1642,0.66,0.604813,0.740833,0.207092,15
2011-05-24 02:00:00,2011-05-24,2,2,0,5,0,2,1,2,0.6,0.5152,0.94,0.194,0.66,0.604813,0.740833,0.207092,10
2011-05-24 03:00:00,2011-05-24,3,2,0,5,0,2,1,2,0.58,0.5455,0.94,0.1045,0.66,0.604813,0.740833,0.207092,2
