dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-03-08,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1.0,4,5.0
2011-03-08,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5.0,4,7.0
2011-03-08,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0.0,0.0,4,5.0
2011-03-08,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,2.0,8,10.0
2011-03-08,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0.0,3.0,42,45.0
2011-03-08,1,0,3,7,0,2,1,1,0.2,0.2121,0.64,0.1343,9.0,119,128.0
2011-03-08,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194,10.0,247,257.0
2011-03-08,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,11.0,140,151.0
2011-03-08,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,25.0,46,71.0
2011-03-08,1,0,3,11,0,2,1,2,0.36,0.3485,0.31,0.1642,26.0,52,78.0
2011-03-08,1,0,3,12,0,2,1,2,0.36,0.3788,0.31,0.0,29.0,70,99.0
2011-03-08,1,0,3,13,0,2,1,2,0.38,0.3939,0.31,0.1045,25.0,73,98.0
2011-03-08,1,0,3,14,0,2,1,2,0.38,0.3939,0.31,0.0,16.0,56,72.0
2011-03-08,1,0,3,15,0,2,1,2,0.36,0.3788,0.31,0.0,35.0,77,112.0
2011-03-08,1,0,3,16,0,2,1,1,0.38,0.3939,0.31,0.1642,26.0,82,108.0
2011-03-08,1,0,3,17,0,2,1,1,0.36,0.3485,0.31,0.2239,39.0,209,248.0
2011-03-08,1,0,3,18,0,2,1,1,0.34,0.3333,0.31,0.194,21.0,214,235.0
2011-03-08,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,9.0,141,150.0
2011-03-08,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896,2.0,74,76.0
2011-03-08,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194,7.0,68,75.0
2011-03-08,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,11.0,44,55.0
2011-03-08,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194,3.0,38,41.0
2011-03-09,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,0.0,9,9.0
2011-03-09,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,0.0,4,5.0
2011-03-09,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,1.0,4,5.0
2011-03-09,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,1.0,4,5.0
2011-03-09,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,0.0,4,5.0
2011-03-09,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,1.0,7,8.0
2011-03-09,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,5.0,44,49.0
2011-03-09,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,18.0,123,141.0
2011-03-09,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,11.0,238,249.0
2011-03-09,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,5.0,136,141.0
2011-03-09,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537,8.0,49,57.0
2011-03-09,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,15.0,44,59.0
2011-03-09,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,14.0,84,98.0
2011-03-09,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,17.0,82,99.0
2011-03-09,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,10.0,61,71.0
2011-03-09,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,15.0,64,79.0
2011-03-09,1,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284,10.0,102,112.0
2011-03-09,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,18.0,176,194.0
2011-03-09,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,12.0,176,188.0
2011-03-09,1,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284,11.0,123,134.0
2011-03-09,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.194,4.0,87,91.0
2011-03-09,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284,10.0,52,62.0
2011-03-09,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,4.0,17,21.0
2011-03-09,1,0,3,23,0,3,1,3,0.34,0.3333,0.93,0.194,1.0,17,18.0
2011-03-10,1,0,3,0,0,4,1,3,0.34,0.3182,0.31,0.2537,3.0,4,5.0
2011-03-10,1,0,3,1,0,4,1,3,0.34,0.3182,0.31,0.2537,0.0,4,5.0
2011-03-10,1,0,3,2,0,4,1,3,0.34,0.3182,0.31,0.2537,0.0,4,5.0
2011-03-10,1,0,3,5,0,4,1,3,0.36,0.3485,0.31,0.194,1.0,4,5.0
2011-03-10,1,0,3,6,0,4,1,3,0.36,0.3333,0.31,0.3284,0.0,12,12.0
2011-03-10,1,0,3,7,0,4,1,3,0.38,0.3939,0.31,0.2239,1.0,36,37.0
2011-03-10,1,0,3,8,0,4,1,3,0.38,0.3939,0.31,0.2836,1.0,43,44.0
2011-03-10,1,0,3,9,0,4,1,3,0.4,0.4091,0.31,0.2239,1.0,23,24.0
2011-03-10,1,0,3,10,0,4,1,3,0.4,0.4091,0.31,0.1642,0.0,17,17.0
2011-03-10,1,0,3,11,0,4,1,3,0.4,0.4091,0.31,0.2537,6.0,5,11.0
2011-03-10,1,0,3,12,0,4,1,3,0.42,0.4242,0.31,0.2239,4.0,30,34.0
2011-03-10,1,0,3,13,0,4,1,3,0.42,0.4242,0.31,0.2239,1.0,11,12.0
2011-03-10,1,0,3,14,0,4,1,3,0.44,0.4394,0.31,0.2985,0.0,12,12.0
2011-03-10,1,0,3,15,0,4,1,3,0.44,0.4394,0.31,0.2239,3.0,11,14.0
2011-03-10,1,0,3,16,0,4,1,3,0.42,0.4242,0.31,0.2537,1.0,20,21.0
2011-03-10,1,0,3,17,0,4,1,2,0.44,0.4394,0.31,0.3881,2.0,109,111.0
2011-03-10,1,0,3,18,0,4,1,3,0.44,0.4394,0.31,0.3582,2.0,80,82.0
2011-03-10,1,0,3,19,0,4,1,3,0.44,0.4394,0.31,0.4179,5.0,51,56.0
2011-03-10,1,0,3,20,0,4,1,3,0.36,0.3333,0.31,0.3284,9.0,29,38.0
2011-03-10,1,0,3,21,0,4,1,3,0.36,0.3485,0.31,0.2239,1.0,27,28.0
2011-03-10,1,0,3,22,0,4,1,2,0.34,0.3333,0.31,0.1343,4.0,30,34.0
2011-03-10,1,0,3,23,0,4,1,3,0.34,0.3485,0.31,0.0896,1.0,26,27.0
2011-03-11,1,0,3,0,0,5,1,2,0.34,0.3485,0.93,0.0896,0.0,6,6.0
2011-03-11,1,0,3,1,0,5,1,3,0.34,0.3485,0.93,0.1045,0.0,8,8.0
2011-03-11,1,0,3,2,0,5,1,3,0.34,0.3485,0.93,0.1045,2.0,4,5.0
2011-03-11,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896,0.0,4,5.0
2011-03-11,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,1.0,6,7.0
2011-03-11,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,1.0,31,32.0
2011-03-11,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194,10.0,104,114.0
2011-03-11,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,15.0,244,259.0
2011-03-11,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,13.0,143,156.0
2011-03-11,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985,18.0,60,78.0
2011-03-11,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,14.0,67,81.0
2011-03-11,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,15.0,96,111.0
2011-03-11,1,0,3,13,0,5,1,1,0.36,0.3333,0.53,0.2537,15.0,92,107.0
2011-03-11,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,25.0,64,89.0
2011-03-11,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,21.0,64,85.0
2011-03-11,1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985,18.0,95,113.0
2011-03-11,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239,23.0,200,223.0
2011-03-11,1,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284,19.0,134,153.0
2011-03-11,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,7.0,111,118.0
2011-03-11,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,6.0,70,76.0
2011-03-11,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537,10.0,43,53.0
2011-03-11,1,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642,11.0,53,64.0
2011-03-11,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,3.0,34,37.0
2011-03-12,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,4.0,30,34.0
2011-03-12,1,0,3,1,0,6,0,1,0.24,0.2273,0.65,0.194,3.0,15,18.0
2011-03-12,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194,0.0,14,14.0
2011-03-12,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,1.0,6,7.0
2011-03-12,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,0.0,4,5.0
2011-03-12,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.194,0.0,4,5.0
2011-03-12,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537,2.0,4,5.0
2011-03-12,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.194,4.0,19,23.0
2011-03-12,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9.0,44,53.0
2011-03-12,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,25.0,76,101.0
2011-03-12,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,21.0,78,99.0
2011-03-12,1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,36.0,83,119.0
2011-03-12,1,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836,51.0,107,158.0
2011-03-12,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,62.0,95,157.0
2011-03-12,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4179,70.0,96,166.0
2011-03-12,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4179,81.0,101,182.0
2011-03-12,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4179,100.0,144,244.0
2011-03-12,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,99.0,114,213.0
2011-03-12,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,54.0,91,145.0
2011-03-12,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896,26.0,86,112.0
2011-03-12,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,22.0,64,86.0
2011-03-12,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0,36.0,46,82.0
2011-03-12,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,0.0,7.0,56,63.0
2011-03-12,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,11.0,38,49.0
2011-03-13,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045,3.0,35,38.0
2011-03-13,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,10.0,23,33.0
2011-03-13,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343,6.0,17,23.0
2011-03-13,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,4.0,9,13.0
2011-03-13,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,0.0,4,5.0
2011-03-13,1,0,3,6,0,0,0,1,0.34,0.3636,0.66,0.0,0.0,4,5.0
2011-03-13,1,0,3,7,0,0,0,1,0.36,0.3485,0.62,0.194,2.0,8,10.0
2011-03-13,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,11.0,23,34.0
2011-03-13,1,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179,8.0,36,44.0
2011-03-13,1,0,3,10,0,0,0,1,0.42,0.4242,0.47,0.2537,36.0,86,122.0
2011-03-13,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,88.0,93,181.0
2011-03-13,1,0,3,12,0,0,0,1,0.46,0.4545,0.38,0.3881,74.0,120,194.0
2011-03-13,1,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,97.0,124,221.0
2011-03-13,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,138.09999999999854,106,250.0
2011-03-13,1,0,3,15,0,0,0,1,0.48,0.4697,0.39,0.3284,138.09999999999854,155,304.0
2011-03-13,1,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881,124.0,132,256.0
2011-03-13,1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,98.0,143,241.0
2011-03-13,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,55.0,92,147.0
2011-03-13,1,0,3,19,0,0,0,1,0.36,0.3333,0.5,0.3582,28.0,73,101.0
2011-03-13,1,0,3,20,0,0,0,1,0.32,0.303,0.57,0.2985,23.0,54,77.0
2011-03-13,1,0,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537,9.0,49,58.0
2011-03-13,1,0,3,22,0,0,0,1,0.3,0.2727,0.56,0.3284,8.0,29,37.0
2011-03-13,1,0,3,23,0,0,0,1,0.26,0.2576,0.65,0.2239,5.0,23,28.0
2011-03-14,1,0,3,0,0,1,1,1,0.26,0.2727,0.65,0.1045,4.0,7,11.0
2011-03-14,1,0,3,1,0,1,1,1,0.26,0.2879,0.65,0.0896,0.0,4,5.0
2011-03-14,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,0.0,4,5.0
2011-03-14,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,0.0,4,5.0
2011-03-14,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,0.0,8,8.0
2011-03-14,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,1.0,27,28.0
2011-03-14,1,0,3,7,0,1,1,2,0.28,0.3182,0.61,0.0,4.0,84,88.0
2011-03-14,1,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343,24.0,217,241.0
2011-03-14,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,13.0,127,140.0
2011-03-14,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,27.0,57,84.0
2011-03-14,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,26.0,45,71.0
2011-03-14,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0.0,40.0,54,94.0
2011-03-14,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,24.0,51,75.0
2011-03-14,1,0,3,14,0,1,1,2,0.38,0.3939,0.34,0.0,27.0,52,79.0
2011-03-14,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,24.0,77,101.0
2011-03-14,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,27.0,80,107.0
2011-03-14,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,42.0,229,271.0
2011-03-14,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,25.0,210,235.0
2011-03-14,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,17.0,133,150.0
2011-03-14,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,23.0,106,129.0
2011-03-14,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,5.0,58,63.0
2011-03-14,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,4.0,43,47.0
2011-03-14,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0.0,2.0,17,19.0
2011-03-15,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0.0,7.0,7,14.0
2011-03-15,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,4.0,6,10.0
2011-03-15,1,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896,1.0,4,5.0
2011-03-15,1,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896,1.0,4,5.0
2011-03-15,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.194,0.0,11,11.0
2011-03-15,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,3.0,32,35.0
2011-03-15,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,10.0,109,119.0
2011-03-15,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,23.0,259,282.0
2011-03-15,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0.0,10.0,147,157.0
2011-03-15,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194,22.0,56,78.0
2011-03-15,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,27.0,51,78.0
2011-03-15,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,32.0,70,102.0
2011-03-15,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,23.0,74,97.0
2011-03-15,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,14.0,74,88.0
2011-03-15,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,24.0,66,90.0
2011-03-15,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,21.0,93,114.0
2011-03-15,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194,22.0,195,217.0
2011-03-15,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,18.0,207,225.0
2011-03-15,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,14.0,138,152.0
2011-03-15,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,9.0,79,88.0
2011-03-15,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,2.0,53,55.0
2011-03-15,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,1.0,20,21.0
2011-03-15,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,1.0,17,18.0
2011-03-16,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,0.0,8,8.0
2011-03-16,1,0,3,1,0,3,1,3,0.3,0.2727,0.93,0.2985,1.0,4,5.0
2011-03-16,1,0,3,3,0,3,1,2,0.28,0.2727,0.93,0.2239,1.0,4,5.0
2011-03-16,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,0.0,4,5.0
2011-03-16,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,0.0,4,5.0
2011-03-16,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,1.0,30,31.0
2011-03-16,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,10.0,101,111.0
2011-03-16,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0.0,26.0,227,253.0
2011-03-16,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,10.0,144,154.0
2011-03-16,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,19.0,49,68.0
2011-03-16,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,13.0,62,75.0
2011-03-16,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,23.0,65,88.0
2011-03-16,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,18.0,81,99.0
2011-03-16,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,33.0,67,100.0
2011-03-16,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,22.0,79,101.0
2011-03-16,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,30.0,121,151.0
2011-03-16,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,37.0,216,253.0
2011-03-16,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,26.0,211,237.0
2011-03-16,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,18.0,150,168.0
2011-03-16,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,10.0,111,121.0
2011-03-16,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,3.0,75,78.0
2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,11.0,48,59.0
2011-03-16,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,9.0,18,27.0
2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,4.0,19,23.0
2011-03-17,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,1.0,11,12.0
2011-03-17,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,3.0,5,8.0
2011-03-17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,1.0,4,5.0
2011-03-17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,0.0,4,5.0
2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,0.0,13,13.0
2011-03-17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,4.0,47,51.0
2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,12.0,128,140.0
2011-03-17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,17.0,282,299.0
2011-03-17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,23.0,162,185.0
2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,9.0,69,78.0
2011-03-17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,20.0,66,86.0
2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,24.0,81,105.0
2011-03-17,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,26.0,85,111.0
2011-03-17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,32.0,87,119.0
2011-03-17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,30.0,95,125.0
2011-03-17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,34.0,108,142.0
2011-03-17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,48.0,265,313.0
2011-03-17,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,50.0,260,310.0
2011-03-17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,18.0,189,207.0
2011-03-17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,25.0,112,137.0
2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,19.0,119,138.0
2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17.0,70,87.0
2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,7.0,43,50.0
2011-03-18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,5.0,24,29.0
2011-03-18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,4.0,12,16.0
2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,5.0,9,14.0
2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,1.0,4,5.0
2011-03-18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2.0,8,10.0
2011-03-18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,1.0,35,36.0
2011-03-18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,11.0,112,123.0
2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,24.0,256,280.0
2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,18.0,192,210.0
2011-03-18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43.0,74,117.0
2011-03-18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,55.0,104,159.0
2011-03-18,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,72.0,123,195.0
2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,57.0,118,175.0
2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,71.0,103,174.0
2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,62.0,111,173.0
2011-03-18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,67.0,137,204.0
2011-03-18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,95.0,237,332.0
2011-03-18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84.0,247,331.0
2011-03-18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,58.0,132,190.0
2011-03-18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,46.0,103,149.0
2011-03-18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22.0,91,113.0
2011-03-18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55.0,63,118.0
2011-03-18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,26.0,60,86.0
2011-03-19,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,26.0,50,76.0
2011-03-19,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,16.0,35,51.0
2011-03-19,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,5.0,20,25.0
2011-03-19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,1.0,7,8.0
2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,1.0,4,5.0
2011-03-19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,0.0,4,5.0
2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,0.0,10,10.0
2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,4.0,9,13.0
2011-03-19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4179,11.0,37,48.0
2011-03-19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4179,35.0,41,76.0
2011-03-19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55.0,85,140.0
2011-03-19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4179,90.0,106,196.0
2011-03-19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126.0,141,267.0
2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4179,138.09999999999854,127,301.0
2011-03-19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4179,138.09999999999854,144,312.0
2011-03-19,1,0,3,15,0,6,0,1,0.5,0.4848,0.31,0.4179,138.09999999999854,143,313.0
2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,138.09999999999854,129,304.0
2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138.0,140,278.0
2011-03-19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,92.0,125,217.0
2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38.0,116,154.0
